Company Name,Ticker,Type,Stock Sector ,Industry Name ,Exchange ,FreeTrade,AJ Bell,Income Statement Investing,Balance Sheet Investing,Cash Flow Investing,Dividends Investing,Ratios Investing,Income Statement MorningStar,Balance Sheet MorningStar,Cash Flow MorningStar,Dividends MorningStar,Ratios MorningStar
Directa Plus PLC,DCTA,Stock,Basic Materials,Specialty Chemicals,LSE,No,Yes,https://uk.investing.com/equities/directa-plus-plc-income-statement,https://uk.investing.com/equities/directa-plus-plc-balance-sheet,https://uk.investing.com/equities/directa-plus-plc-cash-flow,https://uk.investing.com/equities/directa-plus-plc-dividends,https://uk.investing.com/equities/directa-plus-plc-ratios,,,,,
Discovery Group PLC,DSCV,Stock,Technology,Electronic Components,LSE,No,Yes,https://uk.investing.com/equities/acal-plc-income-statement,https://uk.investing.com/equities/acal-plc-balance-sheet,https://uk.investing.com/equities/acal-plc-cash-flow,https://uk.investing.com/equities/acal-plc-dividends,https://uk.investing.com/equities/acal-plc-ratios,,,,,
Dish TV India Ltd GDR - Reg S 25471A401,DTVL,Stock,Communication Services,Entertainment,LSE,No,Yes,,,,,N/A,,,,,
Distil PLC,DISD,Stock,Consumer Defensive,Beverages - Wineries & Distilleries,LSE,No,Yes,https://uk.investing.com/equities/blavod-wines---spirits-plc-income-statement,https://uk.investing.com/equities/blavod-wines---spirits-plc-balance-sheet,https://uk.investing.com/equities/blavod-wines---spirits-plc-cash-flow,https://uk.investing.com/equities/blavod-wines---spirits-plc-dividends,https://uk.investing.com/equities/blavod-wines---spirits-plc-ratios,,,,,
Distribution Finance Capital Holdings PLC Ordinary Shares,DFCH,Stock,Financial Services,Credit Services,LSE,No,Yes,https://uk.investing.com/equities/distribution-finance-income-statement,https://uk.investing.com/equities/distribution-finance-balance-sheet,https://uk.investing.com/equities/distribution-finance-cash-flow,https://uk.investing.com/equities/distribution-finance-dividends,https://uk.investing.com/equities/distribution-finance-ratios,,,,,
Diurnal Group PLC,DNL,Stock,Healthcare,Drug Manufacturers - Specialty & Generic,LSE,No,Yes,https://uk.investing.com/equities/diurnal-group-plc-income-statement,https://uk.investing.com/equities/diurnal-group-plc-balance-sheet,https://uk.investing.com/equities/diurnal-group-plc-cash-flow,https://uk.investing.com/equities/diurnal-group-plc-dividends,https://uk.investing.com/equities/diurnal-group-plc-ratios,,,,,
Diversified Gas & Oil PLC,DGOC,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/diversified-gas---oil-plc-income-statement,https://uk.investing.com/equities/diversified-gas---oil-plc-balance-sheet,https://uk.investing.com/equities/diversified-gas---oil-plc-cash-flow,https://uk.investing.com/equities/diversified-gas---oil-plc-dividends,https://uk.investing.com/equities/diversified-gas---oil-plc-ratios,,,,,
Dixons Carphone PLC,DC,Stock,Consumer Cyclical,Specialty Retail,LSE,No,Yes,https://uk.investing.com/equities/carphone-warehouse-group-income-statement,https://uk.investing.com/equities/carphone-warehouse-group-balance-sheet,https://uk.investing.com/equities/carphone-warehouse-group-cash-flow,https://uk.investing.com/equities/carphone-warehouse-group-dividends,https://uk.investing.com/equities/carphone-warehouse-group-ratios,,,,,
Dods Group PLC,DODS,Stock,Communication Services,Publishing,LSE,No,Yes,https://uk.investing.com/equities/dods-plc-income-statement,https://uk.investing.com/equities/dods-plc-balance-sheet,https://uk.investing.com/equities/dods-plc-cash-flow,https://uk.investing.com/equities/dods-plc-dividends,https://uk.investing.com/equities/dods-plc-ratios,,,,,
Domino's Pizza Group PLC,DOM,Stock,Consumer Cyclical,Restaurants,LSE,No,Yes,https://uk.investing.com/equities/dominos-pizza-ukir-income-statement,https://uk.investing.com/equities/dominos-pizza-ukir-balance-sheet,https://uk.investing.com/equities/dominos-pizza-ukir-cash-flow,https://uk.investing.com/equities/dominos-pizza-ukir-dividends,https://uk.investing.com/equities/dominos-pizza-ukir-ratios,,,,,
dotDigital Group PLC,DOTD,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/dotdigital-group-plc-income-statement,https://uk.investing.com/equities/dotdigital-group-plc-balance-sheet,https://uk.investing.com/equities/dotdigital-group-plc-cash-flow,https://uk.investing.com/equities/dotdigital-group-plc-dividends,https://uk.investing.com/equities/dotdigital-group-plc-ratios,,,,,
Downing Four VCT PLC,,Stock,Financial Services,Asset Management,LSE,No,Yes,,,,,N/A,,,,,
DP Aircraft I Ltd,DPAD,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/dp-aircraft-i-ltd-income-statement,https://uk.investing.com/equities/dp-aircraft-i-ltd-balance-sheet,https://uk.investing.com/equities/dp-aircraft-i-ltd-cash-flow,https://uk.investing.com/equities/dp-aircraft-i-ltd-dividends,https://uk.investing.com/equities/dp-aircraft-i-ltd-ratios,,,,,
DP Eurasia NV,DPEU,Stock,Consumer Cyclical,Restaurants,LSE,No,Yes,https://uk.investing.com/equities/dp-eurasia-income-statement,https://uk.investing.com/equities/dp-eurasia-balance-sheet,https://uk.investing.com/equities/dp-eurasia-cash-flow,https://uk.investing.com/equities/dp-eurasia-dividends,https://uk.investing.com/equities/dp-eurasia-ratios,,,,,
DP Poland PLC,DPP,Stock,Consumer Cyclical,Restaurants,LSE,No,Yes,https://uk.investing.com/equities/dp-poland-plc-income-statement,https://uk.investing.com/equities/dp-poland-plc-balance-sheet,https://uk.investing.com/equities/dp-poland-plc-cash-flow,https://uk.investing.com/equities/dp-poland-plc-dividends,https://uk.investing.com/equities/dp-poland-plc-ratios,,,,,
Draper Esprit PLC,GROW,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/draper-esprit-plc-income-statement,https://uk.investing.com/equities/draper-esprit-plc-balance-sheet,https://uk.investing.com/equities/draper-esprit-plc-cash-flow,https://uk.investing.com/equities/draper-esprit-plc-dividends,https://uk.investing.com/equities/draper-esprit-plc-ratios,,,,,
Drax Group PLC,DRX,Stock,Utilities,Utilities - Renewable,LSE,No,Yes,https://uk.investing.com/equities/drax-income-statement,https://uk.investing.com/equities/drax-balance-sheet,https://uk.investing.com/equities/drax-cash-flow,https://uk.investing.com/equities/drax-dividends,https://uk.investing.com/equities/drax-ratios,,,,,
DRI Healthcare PLC Ordinary Shares,,Stock,Financial Services,Asset Management,LSE,No,Yes,,,,,N/A,,,,,
Driver Group PLC,DRV,Stock,Industrials,Consulting Services,LSE,No,Yes,https://uk.investing.com/equities/driver-group-plc-income-statement,https://uk.investing.com/equities/driver-group-plc-balance-sheet,https://uk.investing.com/equities/driver-group-plc-cash-flow,https://uk.investing.com/equities/driver-group-plc-dividends,https://uk.investing.com/equities/driver-group-plc-ratios,,,,,
Duke Royalty Ltd,DUKE,Stock,Financial Services,Asset Management,LSE,No,Yes,https://uk.investing.com/equities/praetorian-resources-ltd-income-statement,https://uk.investing.com/equities/praetorian-resources-ltd-balance-sheet,https://uk.investing.com/equities/praetorian-resources-ltd-cash-flow,https://uk.investing.com/equities/praetorian-resources-ltd-dividends,https://uk.investing.com/equities/praetorian-resources-ltd-ratios,,,,,
Dukemount Capital PLC,DKE,Stock,Real Estate,Real Estate - Diversified,LSE,No,Yes,https://uk.investing.com/equities/dukemount-income-statement,https://uk.investing.com/equities/dukemount-balance-sheet,https://uk.investing.com/equities/dukemount-cash-flow,https://uk.investing.com/equities/dukemount-dividends,https://uk.investing.com/equities/dukemount-ratios,,,,,
Dunelm Group PLC,DNLM,Stock,Consumer Cyclical,Specialty Retail,LSE,No,Yes,https://uk.investing.com/equities/dunelm-group-income-statement,https://uk.investing.com/equities/dunelm-group-balance-sheet,https://uk.investing.com/equities/dunelm-group-cash-flow,https://uk.investing.com/equities/dunelm-group-dividends,https://uk.investing.com/equities/dunelm-group-ratios,,,,,
DWF Group PLC,DWF,Stock,Industrials,Consulting Services,LSE,No,Yes,https://uk.investing.com/equities/dwf-income-statement,https://uk.investing.com/equities/dwf-balance-sheet,https://uk.investing.com/equities/dwf-cash-flow,https://uk.investing.com/equities/dwf-dividends,https://uk.investing.com/equities/dwf-ratios,,,,,
DX (Group) PLC,DXDX,Stock,Industrials,Integrated Freight & Logistics,LSE,No,Yes,https://uk.investing.com/equities/dx-plc-income-statement,https://uk.investing.com/equities/dx-plc-balance-sheet,https://uk.investing.com/equities/dx-plc-cash-flow,https://uk.investing.com/equities/dx-plc-dividends,https://uk.investing.com/equities/dx-plc-ratios,,,,,
e-Therapeutics PLC,ETXP,Stock,Healthcare,Biotechnology,LSE,No,Yes,https://uk.investing.com/equities/e-therapeutics-plc-income-statement,https://uk.investing.com/equities/e-therapeutics-plc-balance-sheet,https://uk.investing.com/equities/e-therapeutics-plc-cash-flow,https://uk.investing.com/equities/e-therapeutics-plc-dividends,https://uk.investing.com/equities/e-therapeutics-plc-ratios,,,,,
Eagle Eye Solutions Group PLC,EYE,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/eagle-eye-income-statement,https://uk.investing.com/equities/eagle-eye-balance-sheet,https://uk.investing.com/equities/eagle-eye-cash-flow,https://uk.investing.com/equities/eagle-eye-dividends,https://uk.investing.com/equities/eagle-eye-ratios,,,,,
easyJet PLC,EZJ,Stock,Industrials,Airlines,LSE,No,Yes,https://uk.investing.com/equities/easyjet-income-statement,https://uk.investing.com/equities/easyjet-balance-sheet,https://uk.investing.com/equities/easyjet-cash-flow,https://uk.investing.com/equities/easyjet-dividends,https://uk.investing.com/equities/easyjet-ratios,,,,,
Ebiquity PLC,EBQ,Stock,Communication Services,Advertising Agencies,LSE,No,Yes,https://uk.investing.com/equities/ebiquity-plc-income-statement,https://uk.investing.com/equities/ebiquity-plc-balance-sheet,https://uk.investing.com/equities/ebiquity-plc-cash-flow,https://uk.investing.com/equities/ebiquity-plc-dividends,https://uk.investing.com/equities/ebiquity-plc-ratios,,,,,
Ecclesiastical Insurance Office PLC 8.625% PRF PERPETUAL GBP 1,ELL,Stock,Financial Services,Insurance - Life,LSE,No,Yes,https://uk.investing.com/equities/ecclesiastical-insurance-office-prf-income-statement,https://uk.investing.com/equities/ecclesiastical-insurance-office-prf-balance-sheet,https://uk.investing.com/equities/ecclesiastical-insurance-office-prf-cash-flow,,N/A,,,,,
Echo Energy PLC,ECHO,Stock,Energy,Oil & Gas Integrated,LSE,No,Yes,https://uk.investing.com/equities/independent-resources-plc-income-statement,https://uk.investing.com/equities/independent-resources-plc-balance-sheet,https://uk.investing.com/equities/independent-resources-plc-cash-flow,https://uk.investing.com/equities/independent-resources-plc-dividends,https://uk.investing.com/equities/independent-resources-plc-ratios,,,,,
Eckoh PLC,ECK,Stock,Technology,Information Technology Services,LSE,No,Yes,https://uk.investing.com/equities/eckoh-plc-income-statement,https://uk.investing.com/equities/eckoh-plc-balance-sheet,https://uk.investing.com/equities/eckoh-plc-cash-flow,https://uk.investing.com/equities/eckoh-plc-dividends,https://uk.investing.com/equities/eckoh-plc-ratios,,,,,
Eco Animal Health Group PLC,EAH,Stock,Healthcare,Drug Manufacturers - Specialty & Generic,LSE,No,Yes,https://uk.investing.com/equities/eco-animal-health-group-plc-income-statement,https://uk.investing.com/equities/eco-animal-health-group-plc-balance-sheet,https://uk.investing.com/equities/eco-animal-health-group-plc-cash-flow,https://uk.investing.com/equities/eco-animal-health-group-plc-dividends,https://uk.investing.com/equities/eco-animal-health-group-plc-ratios,,,,,
ECR Minerals PLC,ECRE,Stock,Basic Materials,Gold,LSE,No,Yes,https://uk.investing.com/equities/ecr-minerals-plc-income-statement,https://uk.investing.com/equities/ecr-minerals-plc-balance-sheet,https://uk.investing.com/equities/ecr-minerals-plc-cash-flow,https://uk.investing.com/equities/ecr-minerals-plc-dividends,https://uk.investing.com/equities/ecr-minerals-plc-ratios,,,,,
ECSC Group PLC,ECSC,Stock,Technology,Software - Infrastructure,LSE,No,Yes,https://uk.investing.com/equities/ecsc-group-plc-income-statement,https://uk.investing.com/equities/ecsc-group-plc-balance-sheet,https://uk.investing.com/equities/ecsc-group-plc-cash-flow,https://uk.investing.com/equities/ecsc-group-plc-dividends,https://uk.investing.com/equities/ecsc-group-plc-ratios,,,,,
Eddie Stobart Logistics PLC,ESLE,Stock,Industrials,Integrated Freight & Logistics,LSE,No,Yes,https://uk.investing.com/equities/eddie-stobart-logistics-plc-income-statement,https://uk.investing.com/equities/eddie-stobart-logistics-plc-balance-sheet,https://uk.investing.com/equities/eddie-stobart-logistics-plc-cash-flow,https://uk.investing.com/equities/eddie-stobart-logistics-plc-dividends,https://uk.investing.com/equities/eddie-stobart-logistics-plc-ratios,,,,,
Eden Research PLC,EDEN,Stock,Basic Materials,Agricultural Inputs,LSE,No,Yes,https://uk.investing.com/equities/eden-research-income-statement,https://uk.investing.com/equities/eden-research-balance-sheet,https://uk.investing.com/equities/eden-research-cash-flow,https://uk.investing.com/equities/eden-research-dividends,https://uk.investing.com/equities/eden-research-ratios,,,,,
Edenville Energy PLC,EDLE,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/edenville-energy-plc-income-statement,https://uk.investing.com/equities/edenville-energy-plc-balance-sheet,https://uk.investing.com/equities/edenville-energy-plc-cash-flow,https://uk.investing.com/equities/edenville-energy-plc-dividends,https://uk.investing.com/equities/edenville-energy-plc-ratios,,,,,
Edita Food Industries S.A.E GDR 144A,EFID,Stock,Consumer Defensive,Packaged Foods,LSE,No,Yes,https://uk.investing.com/equities/edita-food-industries-sae-income-statement,https://uk.investing.com/equities/edita-food-industries-sae-balance-sheet,https://uk.investing.com/equities/edita-food-industries-sae-cash-flow,https://uk.investing.com/equities/edita-food-industries-sae-dividends,https://uk.investing.com/equities/edita-food-industries-sae-ratios,,,,,
Edita Food Industries S.A.E GDR Reg-S,,Stock,Consumer Defensive,Packaged Foods,LSE,No,Yes,,,,,N/A,,,,,
eEnergy Group PLC,EAAS,Stock,Industrials,Electrical Equipment & Parts,LSE,No,Yes,https://uk.investing.com/equities/alexander-mining-plc-income-statement,https://uk.investing.com/equities/alexander-mining-plc-balance-sheet,https://uk.investing.com/equities/alexander-mining-plc-cash-flow,https://uk.investing.com/equities/alexander-mining-plc-dividends,https://uk.investing.com/equities/alexander-mining-plc-ratios,,,,,
Egdon Resources PLC,EGRE,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/egdon-resources-plc-income-statement,https://uk.investing.com/equities/egdon-resources-plc-balance-sheet,https://uk.investing.com/equities/egdon-resources-plc-cash-flow,https://uk.investing.com/equities/egdon-resources-plc-dividends,https://uk.investing.com/equities/egdon-resources-plc-ratios,,,,,
Egyptian Financial Group-Hermes Holding Co GDR,,Stock,Financial Services,Capital Markets,LSE,No,Yes,,,,,N/A,,,,,
EKF Diagnostics Holdings PLC,EKF,Stock,Healthcare,Diagnostics & Research,LSE,No,Yes,https://uk.investing.com/equities/ekf-diagnostics-holdings-plc-income-statement,https://uk.investing.com/equities/ekf-diagnostics-holdings-plc-balance-sheet,https://uk.investing.com/equities/ekf-diagnostics-holdings-plc-cash-flow,https://uk.investing.com/equities/ekf-diagnostics-holdings-plc-dividends,https://uk.investing.com/equities/ekf-diagnostics-holdings-plc-ratios,,,,,
Elecosoft PLC,ELCO,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/eleco-plc-income-statement,https://uk.investing.com/equities/eleco-plc-balance-sheet,https://uk.investing.com/equities/eleco-plc-cash-flow,https://uk.investing.com/equities/eleco-plc-dividends,https://uk.investing.com/equities/eleco-plc-ratios,,,,,
Electrocomponents PLC,ECM,Stock,Industrials,Industrial Distribution,LSE,No,Yes,https://uk.investing.com/equities/electrocomponents-income-statement,https://uk.investing.com/equities/electrocomponents-balance-sheet,https://uk.investing.com/equities/electrocomponents-cash-flow,https://uk.investing.com/equities/electrocomponents-dividends,https://uk.investing.com/equities/electrocomponents-ratios,,,,,
Elementis PLC,ELM,Stock,Basic Materials,Specialty Chemicals,LSE,Yes,Yes,https://uk.investing.com/equities/elementis-plc-income-statement,https://uk.investing.com/equities/elementis-plc-balance-sheet,https://uk.investing.com/equities/elementis-plc-cash-flow,https://uk.investing.com/equities/elementis-plc-dividends,https://uk.investing.com/equities/elementis-plc-ratios,,,,,
Elixirr International PLC Ordinary Shares,ELIX,Stock,Industrials,Consulting Services,LSE,No,Yes,https://uk.investing.com/equities/elixirr-international-income-statement,https://uk.investing.com/equities/elixirr-international-balance-sheet,https://uk.investing.com/equities/elixirr-international-cash-flow,https://uk.investing.com/equities/elixirr-international-dividends,https://uk.investing.com/equities/elixirr-international-ratios,,,,,
EMIS Group PLC,EMIS,Stock,Healthcare,Health Information Services,LSE,No,Yes,https://uk.investing.com/equities/emis-group-income-statement,https://uk.investing.com/equities/emis-group-balance-sheet,https://uk.investing.com/equities/emis-group-cash-flow,https://uk.investing.com/equities/emis-group-dividends,https://uk.investing.com/equities/emis-group-ratios,,,,,
Emmerson PLC,EML,Stock,Basic Materials,Agricultural Inputs,LSE,No,Yes,https://uk.investing.com/equities/emmerson-plc-income-statement,https://uk.investing.com/equities/emmerson-plc-balance-sheet,https://uk.investing.com/equities/emmerson-plc-cash-flow,https://uk.investing.com/equities/emmerson-plc-dividends,https://uk.investing.com/equities/emmerson-plc-ratios,,,,,
Empire Metals Ltd,EEEE,Stock,Basic Materials,Other Precious Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/noricum-gold-ltd-income-statement,https://uk.investing.com/equities/noricum-gold-ltd-balance-sheet,https://uk.investing.com/equities/noricum-gold-ltd-cash-flow,https://uk.investing.com/equities/noricum-gold-ltd-dividends,https://uk.investing.com/equities/noricum-gold-ltd-ratios,,,,,
Empiric Student Property PLC,ESP,Stock,Real Estate,REIT - Residential,LSE,No,Yes,https://uk.investing.com/equities/empiric-student-property-plc-income-statement,https://uk.investing.com/equities/empiric-student-property-plc-balance-sheet,https://uk.investing.com/equities/empiric-student-property-plc-cash-flow,https://uk.investing.com/equities/empiric-student-property-plc-dividends,https://uk.investing.com/equities/empiric-student-property-plc-ratios,,,,,
Empresaria Group PLC,EMPR,Stock,Industrials,Staffing & Employment Services,LSE,No,Yes,https://uk.investing.com/equities/empresaria-group-plc-income-statement,https://uk.investing.com/equities/empresaria-group-plc-balance-sheet,https://uk.investing.com/equities/empresaria-group-plc-cash-flow,https://uk.investing.com/equities/empresaria-group-plc-dividends,https://uk.investing.com/equities/empresaria-group-plc-ratios,,,,,
Empyrean Energy PLC,EMEL,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/empyrean-energy-income-statement,https://uk.investing.com/equities/empyrean-energy-balance-sheet,https://uk.investing.com/equities/empyrean-energy-cash-flow,https://uk.investing.com/equities/empyrean-energy-dividends,https://uk.investing.com/equities/empyrean-energy-ratios,,,,,
EN+ GROUP International PJSC,,Stock,Basic Materials,Aluminum,LSE,No,Yes,,,,,N/A,,,,,
EN+ GROUP International PJSC Shs Sponsored Global Deposit Receipt Repr 1 Sh -Reg S,,Stock,Basic Materials,Aluminum,LSE,No,Yes,,,,,N/A,,,,,
Endeavour International Corp,,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,,,,,N/A,,,,,
Energean PLC,ENOG,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/energean-oil-gas-income-statement,https://uk.investing.com/equities/energean-oil-gas-balance-sheet,https://uk.investing.com/equities/energean-oil-gas-cash-flow,https://uk.investing.com/equities/energean-oil-gas-dividends,https://uk.investing.com/equities/energean-oil-gas-ratios,,,,,
EnQuest PLC,ENQ,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/enquest-income-statement,https://uk.investing.com/equities/enquest-balance-sheet,https://uk.investing.com/equities/enquest-cash-flow,https://uk.investing.com/equities/enquest-dividends,https://uk.investing.com/equities/enquest-ratios,,,,,
Enteq Upstream PLC,,Stock,Energy,Oil & Gas Equipment & Services,LSE,No,Yes,,,,,N/A,,,,,
Enwell Energy PLC,ENWE,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/regal-petroleum-income-statement,https://uk.investing.com/equities/regal-petroleum-balance-sheet,https://uk.investing.com/equities/regal-petroleum-cash-flow,https://uk.investing.com/equities/regal-petroleum-dividends,https://uk.investing.com/equities/regal-petroleum-ratios,,,,,
Epwin Group PLC,EPWN,Stock,Industrials,Building Products & Equipment,LSE,No,Yes,https://uk.investing.com/equities/epwin-group-plc-income-statement,https://uk.investing.com/equities/epwin-group-plc-balance-sheet,https://uk.investing.com/equities/epwin-group-plc-cash-flow,https://uk.investing.com/equities/epwin-group-plc-dividends,https://uk.investing.com/equities/epwin-group-plc-ratios,,,,,
EQTEC PLC,EQTE,Stock,Utilities,Utilities - Diversified,LSE,No,Yes,https://uk.investing.com/equities/kedco-plc-income-statement,https://uk.investing.com/equities/kedco-plc-balance-sheet,https://uk.investing.com/equities/kedco-plc-cash-flow,https://uk.investing.com/equities/kedco-plc-dividends,https://uk.investing.com/equities/kedco-plc-ratios,,,,,
Equals Group PLC,EQLS,Stock,Financial Services,Credit Services,LSE,No,Yes,https://uk.investing.com/equities/fairfx-group-plc-income-statement,https://uk.investing.com/equities/fairfx-group-plc-balance-sheet,https://uk.investing.com/equities/fairfx-group-plc-cash-flow,https://uk.investing.com/equities/fairfx-group-plc-dividends,https://uk.investing.com/equities/fairfx-group-plc-ratios,,,,,
Equatorial Palm Oil PLC,PALO,Stock,Consumer Defensive,Farm Products,LSE,No,Yes,https://uk.investing.com/equities/equatorial-palm-oil-plc-income-statement,https://uk.investing.com/equities/equatorial-palm-oil-plc-balance-sheet,https://uk.investing.com/equities/equatorial-palm-oil-plc-cash-flow,https://uk.investing.com/equities/equatorial-palm-oil-plc-dividends,https://uk.investing.com/equities/equatorial-palm-oil-plc-ratios,,,,,
Equiniti Group PLC,EQN,Stock,Technology,Software - Infrastructure,LSE,No,Yes,https://uk.investing.com/equities/equiniti-group-plc-income-statement,https://uk.investing.com/equities/equiniti-group-plc-balance-sheet,https://uk.investing.com/equities/equiniti-group-plc-cash-flow,https://uk.investing.com/equities/equiniti-group-plc-dividends,https://uk.investing.com/equities/equiniti-group-plc-ratios,,,,,
Ergomed PLC,ERGO,Stock,Healthcare,Biotechnology,LSE,No,Yes,https://uk.investing.com/equities/ergomed-income-statement,https://uk.investing.com/equities/ergomed-balance-sheet,https://uk.investing.com/equities/ergomed-cash-flow,https://uk.investing.com/equities/ergomed-dividends,https://uk.investing.com/equities/ergomed-ratios,,,,,
Erris Resources PLC Ordinary Shares,ERIS,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,,,,,N/A,,,,,
Escape Hunt PLC,ESCE,Stock,Consumer Cyclical,Leisure,LSE,No,Yes,https://uk.investing.com/equities/dorcaster-plc-income-statement,https://uk.investing.com/equities/dorcaster-plc-balance-sheet,https://uk.investing.com/equities/dorcaster-plc-cash-flow,https://uk.investing.com/equities/dorcaster-plc-dividends,https://uk.investing.com/equities/dorcaster-plc-ratios,,,,,
essensys PLC Ordinary Shares,ESYS,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/essensys-income-statement,https://uk.investing.com/equities/essensys-balance-sheet,https://uk.investing.com/equities/essensys-cash-flow,https://uk.investing.com/equities/essensys-dividends,https://uk.investing.com/equities/essensys-ratios,,,,,
Essentra PLC,ESNT,Stock,Basic Materials,Specialty Chemicals,LSE,No,Yes,https://uk.investing.com/equities/essentra-plc-income-statement,https://uk.investing.com/equities/essentra-plc-balance-sheet,https://uk.investing.com/equities/essentra-plc-cash-flow,https://uk.investing.com/equities/essentra-plc-dividends,https://uk.investing.com/equities/essentra-plc-ratios,,,,,
Etalon Group PLC GDR,ETLNG,Stock,Real Estate,Real Estate - Development,LSE,No,Yes,https://uk.investing.com/equities/etalon-group-income-statement,https://uk.investing.com/equities/etalon-group-balance-sheet,https://uk.investing.com/equities/etalon-group-cash-flow,https://uk.investing.com/equities/etalon-group-dividends,https://uk.investing.com/equities/etalon-group-ratios,,,,,
Ethernity Networks Ltd Registered Shs,ENET,Stock,Technology,Software - Application,LSE,No,Yes,https://uk.investing.com/equities/ethernity-networks-income-statement,https://uk.investing.com/equities/ethernity-networks-balance-sheet,https://uk.investing.com/equities/ethernity-networks-cash-flow,https://uk.investing.com/equities/ethernity-networks-dividends,https://uk.investing.com/equities/ethernity-networks-ratios,,,,,
Eurasia Mining PLC,EUA,Stock,Basic Materials,Other Precious Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/eurasia-mining-plc-income-statement,https://uk.investing.com/equities/eurasia-mining-plc-balance-sheet,https://uk.investing.com/equities/eurasia-mining-plc-cash-flow,https://uk.investing.com/equities/eurasia-mining-plc-dividends,https://uk.investing.com/equities/eurasia-mining-plc-ratios,,,,,
Eurocell PLC,ECEL,Stock,Industrials,Building Products & Equipment,LSE,No,Yes,https://uk.investing.com/equities/eurocell-plc-income-statement,https://uk.investing.com/equities/eurocell-plc-balance-sheet,https://uk.investing.com/equities/eurocell-plc-cash-flow,https://uk.investing.com/equities/eurocell-plc-dividends,https://uk.investing.com/equities/eurocell-plc-ratios,,,,,
Euromoney Institutional Investor PLC,ERM,Stock,Financial Services,Financial Data & Stock Exchanges,LSE,No,Yes,https://uk.investing.com/equities/euromoney-income-statement,https://uk.investing.com/equities/euromoney-balance-sheet,https://uk.investing.com/equities/euromoney-cash-flow,https://uk.investing.com/equities/euromoney-dividends,https://uk.investing.com/equities/euromoney-ratios,,,,,
Europa Metals Ltd,EUZ,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/ferrum-crescent-ltd-income-statement,https://uk.investing.com/equities/ferrum-crescent-ltd-balance-sheet,https://uk.investing.com/equities/ferrum-crescent-ltd-cash-flow,https://uk.investing.com/equities/ferrum-crescent-ltd-dividends,https://uk.investing.com/equities/ferrum-crescent-ltd-ratios,,,,,
Europa Oil & Gas (Holdings) PLC,EOG,Stock,Energy,Oil & Gas E&P,LSE,No,Yes,https://uk.investing.com/equities/europa-oil---gas-holdings-income-statement,https://uk.investing.com/equities/europa-oil---gas-holdings-balance-sheet,https://uk.investing.com/equities/europa-oil---gas-holdings-cash-flow,https://uk.investing.com/equities/europa-oil---gas-holdings-dividends,https://uk.investing.com/equities/europa-oil---gas-holdings-ratios,,,,,
European Metals Holdings Ltd,EMHE,Stock,Basic Materials,Other Industrial Metals & Mining,LSE,No,Yes,https://uk.investing.com/equities/european-metals-holdings-ltd-income-statement,https://uk.investing.com/equities/european-metals-holdings-ltd-balance-sheet,https://uk.investing.com/equities/european-metals-holdings-ltd-cash-flow,https://uk.investing.com/equities/european-metals-holdings-ltd-dividends,https://uk.investing.com/equities/european-metals-holdings-ltd-ratios,,,,,
Eve Sleep PLC,EVEE,Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances",LSE,No,Yes,https://uk.investing.com/equities/eve-sleep-plc-income-statement,https://uk.investing.com/equities/eve-sleep-plc-balance-sheet,https://uk.investing.com/equities/eve-sleep-plc-cash-flow,https://uk.investing.com/equities/eve-sleep-plc-dividends,https://uk.investing.com/equities/eve-sleep-plc-ratios,,,,,
EverArc Holdings Ltd Ordinary Shares,EVRA,Stock,Financial Services,Shell Companies,LSE,No,Yes,,,,,N/A,,,,,
Everyman Media Group PLC,EMANE,Stock,Communication Services,Entertainment,LSE,No,Yes,https://uk.investing.com/equities/everyman-me-income-statement,https://uk.investing.com/equities/everyman-me-balance-sheet,https://uk.investing.com/equities/everyman-me-cash-flow,https://uk.investing.com/equities/everyman-me-dividends,https://uk.investing.com/equities/everyman-me-ratios,,,,,
